ID,observation_id,Mag,Magerr,MJD
TranID1009160150044112016,1365,16.7934,0.079522469187719,53667.225835023
TranID1009160150044112016,1366,16.7791,0.0787896771203474,53667.235374155
TranID1009160150044112016,1367,16.761,0.0789144721735325,53673.1989063425
TranID1009160150044112016,1368,16.7028,0.0776991792461515,53673.2044715509
TranID1009160150044112016,1369,16.6501,0.0769328742231729,53673.2098296876
TranID1009160150044112016,1370,16.7046,0.0781905005187712,53673.2151804166
TranID1009160150044112016,1371,16.8291,0.0775675280420262,54093.1210914929
TranID1009160150044112016,1372,16.7809,0.0770248520015782,54093.1274819677
TranID1009160150044112016,1373,16.6997,0.0754956753378806,54093.1339396993
TranID1009160150044112016,1374,16.8578,0.0785099299341796,54093.14036803231
TranID1009160150044112016,1375,16.6652,0.074514359260246,54058.180028750096
TranID1009160150044112016,1376,16.6169,0.0737155047782626,54058.186542037
TranID1009160150044112016,1377,16.8974,0.0787337875984694,54058.1930655092
TranID1009160150044112016,1378,16.909000000000002,0.0788987307431875,54058.199633426
TranID1009160150044112016,1379,16.5323,0.0728502821890352,54064.205883020986
TranID1009160150044112016,1380,16.8754,0.0790659161930748,54064.210224791386
TranID1009160150044112016,1381,16.747,0.0764229178425159,54064.2145748958
TranID1009160150044112016,1382,16.8361,0.0782519446418665,54064.2189196642
TranID1009160150044112016,1383,16.6355,0.0746541784316934,54039.207526227
TranID1009160150044112016,1384,16.9329,0.0801991573250072,54039.213993437595
TranID1009160150044112016,1385,16.7098,0.0760490690376731,54039.2204454979
TranID1009160150044112016,1386,16.6317,0.0744411084526674,54039.226894201296
TranID1009160150044112016,1387,16.804000000000002,0.0768585434530243,53998.298746423796
TranID1009160150044112016,1388,16.8698,0.0793566250034898,53998.305784282304
TranID1009160150044112016,1389,16.6842,0.0747946528239197,53998.3128257175
TranID1009160150044112016,1390,16.7971,0.0768666418884835,53998.31991356469
TranID1009160150044112016,1391,16.7888,0.0768838403666163,54005.300869155195
TranID1009160150044112016,1392,16.7482,0.0763887333440143,54005.3072750345
TranID1009160150044112016,1393,16.7287,0.0760021239373218,54005.3137156367
TranID1009160150044112016,1394,16.7488,0.0765970866594588,54005.3201531018
TranID1009160150044112016,1395,16.5854,0.0767625299153252,54411.1704374305
TranID1009160150044112016,1396,16.6629,0.0761961886233803,54411.1768777892
TranID1009160150044112016,1397,16.7656,0.0796632448540882,54411.183267117995
TranID1009160150044112016,1398,16.6701,0.0760299020895841,54411.1896977546
TranID1009160150044112016,1399,16.7481,0.0766314270574305,54419.155148136386
TranID1009160150044112016,1400,16.9308,0.0797921448367001,54419.159964235994
TranID1009160150044112016,1401,16.8294,0.0782937298636524,54419.164775359
TranID1009160150044112016,1402,16.8951,0.0792617643582106,54419.1695736228
TranID1009160150044112016,1403,16.8727,0.0785313965436333,54384.268389027595
TranID1009160150044112016,1404,16.8483,0.0779658826970972,54384.27553475701
TranID1009160150044112016,1405,16.7413,0.0761067664522783,54384.2826926387
TranID1009160150044112016,1406,17.0135,0.0812076323693667,54384.2898119674
TranID1009160150044112016,1407,16.9283,0.0788897026416457,54391.25963340281
TranID1009160150044112016,1408,16.7302,0.0755890227377188,54391.267140382
TranID1009160150044112016,1409,16.9213,0.07904349321483099,54391.27466482621
TranID1009160150044112016,1410,16.8594,0.0777822793498845,54391.282175845
TranID1009160150044112016,1411,16.9201,0.0849415191564944,54348.378078784815
TranID1009160150044112016,1412,16.7746,0.0802587449948873,54348.385799432595
TranID1009160150044112016,1413,16.7865,0.0804685119644536,54348.393370405305
TranID1009160150044112016,1414,17.0264,0.0853172385755481,54348.4010151159
TranID1009160150044112016,1415,16.9166,0.0804582881260033,54357.3205557987
TranID1009160150044112016,1416,16.8905,0.0797082416261356,54357.328289976795
TranID1009160150044112016,1417,16.7348,0.0770965119192009,54357.3360165162
TranID1009160150044112016,1418,16.8844,0.0799211058544328,54357.3437582175
TranID1009160150044112016,1419,16.7327,0.0758181013578923,54776.2626147918
TranID1009160150044112016,1420,17.0736,0.0818143163820323,54776.270908610895
TranID1009160150044112016,1421,16.9152,0.0790225821117814,54776.2791785766
TranID1009160150044112016,1422,16.6388,0.0743406578043919,54776.2873591897
TranID1009160150044112016,1423,16.6769,0.0751078731664778,54791.1223856248
TranID1009160150044112016,1424,16.6714,0.0753592805758407,54791.1289662733
TranID1009160150044112016,1425,16.745,0.0801372731076757,54791.1356615163
TranID1009160150044112016,1426,16.9402,0.0828427892064507,54791.1421680902
TranID1009160150044112016,1427,16.9472,0.0799632232129928,54748.21518508111
TranID1009160150044112016,1428,16.8666,0.078472737134465,54766.222337731604
TranID1009160150044112016,1429,16.8257,0.0776907426302108,54766.230076423395
TranID1009160150044112016,1430,16.8504,0.078030249000858,54766.2379310997
TranID1009160150044112016,1431,16.8286,0.0774885143179063,54766.245765868094
TranID1009160150044112016,1432,16.9225,0.0818399103732099,55063.39526310191
TranID1009160150044112016,1433,16.7566,0.0786031307034936,55063.402215011396
TranID1009160150044112016,1434,16.7968,0.0795657355628475,55063.409136435
TranID1009160150044112016,1435,16.8823,0.0812236983790982,55063.416092338
TranID1009160150044112016,1436,16.8408,0.0875095093976044,55182.0860372453
TranID1009160150044112016,1437,16.8663,0.0882780930331772,55182.0906064465
TranID1009160150044112016,1438,16.8113,0.0868430052357217,55182.0951775347
TranID1009160150044112016,1439,16.8498,0.0881389953140014,55182.0997167594
TranID1009160150044112016,1440,17.0288,0.0854411554636058,54834.082700566905
TranID1009160150044112016,1441,16.6103,0.0786933260251227,54834.0876790626
TranID1009160150044112016,1442,16.8431,0.0834886265008823,54834.0925521064
TranID1009160150044112016,1443,16.8156,0.0828853798915885,54834.0975184376
TranID1009160150044112016,1444,16.7911,0.0782970559358905,55145.1650620718
TranID1009160150044112016,1445,16.7932,0.0774947326955212,55145.1717803702
TranID1009160150044112016,1446,16.749000000000002,0.0777531012492476,55145.178377604105
TranID1009160150044112016,1447,16.7076,0.0767021125344844,55145.184942048494
TranID1009160150044112016,1448,16.9338,0.0805058478045811,55151.15954749991
TranID1009160150044112016,1449,16.7819,0.0774944732659998,55151.166893379814
TranID1009160150044112016,1450,16.7754,0.0775706584596277,55151.1740969792
TranID1009160150044112016,1451,16.77,0.076977903916884,55151.1813934259
TranID1009160150044112016,1452,16.8609,0.0792551669530842,55119.2367083333
TranID1009160150044112016,1453,16.67,0.0752017293293897,55119.2452627197
TranID1009160150044112016,1454,16.8666,0.0784508117676959,55119.2536860765
TranID1009160150044112016,1455,16.7307,0.0760895634810759,55119.262184201296
TranID1009160150044112016,1456,16.755,0.0780237427286361,55126.2046288196
TranID1009160150044112016,1457,16.7054,0.0776247801690091,55126.2130327895
TranID1009160150044112016,1458,16.9447,0.082167356368428,55126.2214732175
TranID1009160150044112016,1459,16.8171,0.0789926039246578,55126.2299189121
TranID1009160150044112016,1460,16.6699,0.0766656288802221,55090.2949650693
TranID1009160150044112016,1461,16.8517,0.0785345069356823,55090.30165001151
TranID1009160150044112016,1462,16.7504,0.0782058999797206,55090.308333819296
TranID1009160150044112016,1463,16.9069,0.0802483629446839,55090.314957789196
TranID1009160150044112016,1464,16.779,0.0775602286699802,55098.3532189005
TranID1009160150044112016,1465,16.8692,0.0802192056520174,55098.360715833485
TranID1009160150044112016,1466,16.7262,0.07681446807705,55098.368066678304
TranID1009160150044112016,1467,16.7959,0.0790467363765573,55098.3755193981
TranID1009160150044112016,1468,16.6756,0.0756864880706876,55502.2627241318
TranID1009160150044112016,1469,16.7399,0.0777350990356571,55502.277767488304
TranID1009160150044112016,1470,16.775,0.0781178898774573,55502.285324375196
TranID1009160150044112016,1471,16.6727,0.0754164777712194,55510.1927411808
TranID1009160150044112016,1472,16.7092,0.0762302559754279,55510.2041754513
TranID1009160150044112016,1473,16.8283,0.0783992493279272,55510.209913622595
TranID1009160150044112016,1474,16.5431,0.0740652838249021,55481.291585578605
TranID1009160150044112016,1475,16.6429,0.0757094963740517,55481.3042161227
TranID1009160150044112016,1476,16.6335,0.0752527873278838,55481.3105821875
TranID1009160150044112016,1477,16.172,0.0678474190431778,55455.3373241318
TranID1009160150044112016,1478,16.1192,0.0672941651088882,55455.3522710763
TranID1009160150044112016,1479,16.0483,0.0670839618203996,55455.35973647
TranID1009160150044112016,1480,16.832,0.0804033526114188,55575.0880750925
TranID1009160150044112016,1481,16.7241,0.0780851537656426,55575.094359803
TranID1009160150044112016,1482,16.7313,0.0794985992472285,55575.10128861111
TranID1009160150044112016,1483,16.7809,0.0800411724577534,55575.1075836113
TranID1009160150044112016,1484,16.8729,0.0794601345577451,54748.21881570621
TranID1009160150044112016,1485,16.6362,0.0748213398156285,54748.227059745186
TranID1009160150044112016,1486,17.0496,0.0827850299117634,54748.2353132754
TranID1009160150044112016,1487,16.7473,0.0768443221367928,54748.243358819294
TranID1009160150044112016,1488,16.7923,0.0771502348689088,55828.3138850927
TranID1009160150044112016,1489,16.7272,0.0762660552173925,55828.32182159741
TranID1009160150044112016,1490,16.7041,0.0756714712018472,55828.3296154975
TranID1009160150044112016,1491,16.8306,0.0778715851917402,55828.3375673611
TranID1009160150044112016,1492,16.7689,0.0777570758466324,55865.21548831
TranID1009160150044112016,1493,16.6622,0.0759192063675612,55865.2210157984
TranID1009160150044112016,1494,16.781,0.0781039658252479,55865.226677766106
TranID1009160150044112016,1495,16.6725,0.076036743319418,55865.2322968054
TranID1009160150044112016,1496,16.7563,0.0779475550393452,55835.3212277661
TranID1009160150044112016,1497,16.7218,0.0773325792971345,55835.3291613194
TranID1009160150044112016,1498,16.7413,0.077842453856689,55835.3371225116
TranID1009160150044112016,1499,16.7855,0.0788757377242711,55835.3451606715
TranID1009160150044112016,1500,16.6306,0.0744501623244286,55853.225241712804
TranID1009160150044112016,1501,16.6971,0.0754231646144856,55853.230355844804
TranID1009160150044112016,1502,16.6609,0.0749240290029944,55853.2354842248
TranID1009160150044112016,1503,16.5518,0.0732541501680817,55853.2406376158
TranID1009160150044112016,1504,16.7099,0.0776775732826299,56189.371465602
TranID1009160150044112016,1505,16.9082,0.0816484074222955,56189.3764113658
TranID1009160150044112016,1506,16.7448,0.07859829813936099,56189.3813814004
TranID1009160150044112016,1507,16.7272,0.0783445643267565,56189.3862596876
TranID1009160150044112016,1508,16.5275,0.0744283271915509,56208.2961331019
TranID1009160150044112016,1509,16.7695,0.0789261457020984,56208.302160486106
TranID1009160150044112016,1510,16.7947,0.0791974306944025,56208.3081547571
TranID1009160150044112016,1511,16.5135,0.0742394280916757,56208.314120926
TranID1009160150044112016,1512,16.663,0.0768340361902632,56222.2729413076
TranID1009160150044112016,1513,16.8257,0.0802043282431463,56222.278637766394
TranID1009160150044112016,1514,16.672,0.0772622442426073,56222.284244259405
TranID1009160150044112016,1515,16.7711,0.0789911362342552,56222.289922314696
TranID1009160150044112016,1516,16.6706,0.0789556710004117,56547.3165694792
TranID1009160150044112016,1517,16.8177,0.0819239791881666,56547.324994467686
TranID1009160150044112016,1518,16.7493,0.0802642650097124,56547.33340565951
TranID1009160150044112016,1519,16.8557,0.0825155410359112,56547.341857141386
TranID1009160150044112016,1520,16.7206,0.0773802197116573,56564.39111608781
TranID1009160150044112016,1521,16.9486,0.0816292989097679,56564.3964907988
TranID1009160150044112016,1522,16.7878,0.0791034772200332,56564.401903217695
TranID1009160150044112016,1523,16.8025,0.0792704686140508,56564.407309664406
TranID1009160150044112016,1524,16.5849,0.0752734067468421,56577.202319097196
TranID1009160150044112016,1525,16.8915,0.0809046426451759,56577.208562129694
TranID1009160150044112016,1526,16.3414,0.0714587362558264,56577.2148732059
TranID1009160150044112016,1527,16.5116,0.0739825010747829,56577.2215783103
TranID1009160150044112016,1528,16.6146,0.0758820270741607,56590.219953611
TranID1009160150044112016,1529,16.855,0.0803326415778588,56590.2240103008
TranID1009160150044112016,1530,16.7985,0.0793391049027133,56590.2280468401
TranID1009160150044112016,1531,16.8189,0.0796147039497661,56590.2320819097
TranID1009160150044112016,1532,16.6215,0.0751704935361606,56596.2317486112
TranID1009160150044112016,1533,16.5912,0.0747653930776652,56596.2377871065
TranID1009160150044112016,1534,16.9079,0.0805612208118644,56596.243817407194
TranID1009160150044112016,1535,16.8409,0.0791224483058618,56596.2498450233
TranID1011271040014129121,1715,19.8434,0.269121538328822,53730.1321426854
TranID1011271040014129121,1716,17.3109,0.0929007103236065,53730.13858767369
TranID1011271040014129121,1717,21.0364,0.507923646205209,53700.176225277595
TranID1011271040014129121,1718,20.6,0.3965643719829071,53703.0630523958
TranID1011271040014129121,1719,20.3581,0.34608953980678403,53703.0748019447
TranID1011271040014129121,1720,19.8596,0.285356438685502,53671.17421747701
TranID1011271040014129121,1721,19.3315,0.210322678281792,53671.1849067826
TranID1011271040014129121,1722,19.6328,0.241463664348561,53671.1902281018
TranID1011271040014129121,1723,20.1183,0.306425715514177,53672.2165662963
TranID1011271040014129121,1724,20.2734,0.33399143349736304,53672.2263646992
TranID1011271040014129121,1725,19.7588,0.26498979050017,53636.2664808217
TranID1011271040014129121,1726,20.2752,0.348756832519989,53636.28363780071
TranID1011271040014129121,1727,20.6233,0.4233031000654939,53636.292208021
TranID1011271040014129121,1728,20.187,0.297306852627094,53975.3367884955
TranID1011271040014129121,1729,20.2652,0.310102776966415,53975.3448336921
TranID1011271040014129121,1730,20.0854,0.27990772943198305,53975.3528920719
TranID1011271040014129121,1731,20.0632,0.278365054962231,53975.3609447917
TranID1011271040014129121,1732,16.5323,0.0941684195051907,53745.1494730208
TranID1011271040014129121,1733,15.0788,0.15137710369438598,53756.092579132004
TranID1011271040014129121,1734,19.8717,0.29245870291701,53937.4290174767
TranID1011271040014129121,1735,20.2431,0.30051671210927805,54050.2037547915
TranID1011271040014129121,1736,19.871,0.246390045298826,54050.214007152696
TranID1011271040014129121,1737,19.5347,0.207907742221214,54050.2237009257
TranID1011271040014129121,1738,19.7303,0.237438951075912,53990.4085685648
TranID1011271040014129121,1739,20.1997,0.294194857694261,54438.13307363449
TranID1011271040014129121,1740,19.728,0.229877827949677,54438.1394891203
TranID1011271040014129121,1741,21.0044,0.461084694193788,54449.0857591205
TranID1011271040014129121,1742,20.5845,0.364450793399072,54449.1021416434
TranID1011271040014129121,1743,20.5121,0.387857400867226,54109.1475095716
TranID1011271040014129121,1744,20.6173,0.348915534484442,54270.4366986806
TranID1011271040014129121,1745,20.3356,0.298416396243694,54270.440626180585
TranID1011271040014129121,1746,20.0919,0.261624483770245,54270.444535173796
TranID1011271040014129121,1747,19.7814,0.23891426048195105,54405.1799978474
TranID1011271040014129121,1748,19.475,0.20168105678779505,54380.226905034906
TranID1011271040014129121,1749,20.7056,0.3909914849296501,54380.2333045369
TranID1011271040014129121,1750,19.9698,0.261075929664865,54380.2397219907
TranID1011271040014129121,1751,20.2444,0.304472514279202,54386.2202381715
TranID1011271040014129121,1752,20.0427,0.274041367482841,54386.2277396992
TranID1011271040014129121,1753,19.6295,0.221737658319733,54386.235263229406
TranID1011271040014129121,1754,20.8155,0.41612324716179705,54386.242757465196
TranID1011271040014129121,1755,19.8848,0.260598763539602,54345.401840995495
TranID1011271040014129121,1756,20.5104,0.356867113218325,54356.303535080995
TranID1011271040014129121,1757,20.2836,0.312278568075435,54356.3111179862
TranID1011271040014129121,1758,20.2486,0.308192699078134,54356.3187036575
TranID1011271040014129121,1759,20.5434,0.36249034593635904,54356.3262842475
TranID1011271040014129121,1760,20.6822,0.380774818163695,54820.1083107521
TranID1011271040014129121,1761,21.003,0.4553354140708689,54820.124293842404
TranID1011271040014129121,1762,19.7282,0.235714938255044,54771.1787034492
TranID1011271040014129121,1763,20.3668,0.32482514240677,54771.1841132059
TranID1011271040014129121,1764,21.0032,0.460569437165911,54747.261215359
TranID1011271040014129121,1765,20.5348,0.372792290167597,54729.41982318281
TranID1011271040014129121,1766,20.7404,0.3946449078099361,54733.255031712804
TranID1011271040014129121,1767,20.0317,0.358142943303944,55071.338083183095
TranID1011271040014129121,1768,19.7624,0.305336140163704,55043.397430439596
TranID1011271040014129121,1769,19.8808,0.255324900967556,55157.1489098957
TranID1011271040014129121,1770,19.9128,0.261693299791537,55157.156746354005
TranID1011271040014129121,1771,20.143,0.289352072245396,55157.164706828495
TranID1011271040014129121,1772,19.9124,0.258053272247403,55157.1748074652
TranID1011271040014129121,1773,20.2324,0.42870554023311697,55114.182739699296
TranID1011271040014129121,1774,19.5958,0.227795517778678,55126.2794544329
TranID1011271040014129121,1775,19.5858,0.224444066357408,55126.286766851794
TranID1011271040014129121,1776,19.5968,0.23156775540820496,55126.293937800896
TranID1011271040014129121,1777,19.6965,0.236016389173418,55126.3011582987
TranID1011271040014129121,1778,15.2558,0.0631279224099409,55084.355111736
TranID1011271040014129121,1779,15.2554,0.0631738968024836,55084.36393544
TranID1011271040014129121,1780,15.2733,0.0634819377154235,55084.37275081
TranID1011271040014129121,1781,15.2399,0.0629819855221335,55084.381622546505
TranID1011271040014129121,1782,20.1425,0.30103553943600303,55532.1495054746
TranID1011271040014129121,1783,21.212,0.542594324643371,55511.1631632755
TranID1011271040014129121,1784,15.6563,0.0673040582462641,55527.188649398
TranID1011271040014129121,1785,15.6346,0.0692305739058488,55527.20503618071
TranID1011271040014129121,1786,15.6823,0.0677811784086666,55527.2119445835
TranID1011271040014129121,1787,19.7145,0.3203796997552619,55563.1299470604
TranID1011271040014129121,1788,20.4536,0.489833428240534,55563.1418809953
TranID1011271040014129121,1789,20.3816,0.468287306654429,55563.1477451275
TranID1011271040014129121,1790,19.919,0.197262569753992,55830.2801944326
TranID1011271040014129121,1791,19.6977,0.17770510448843396,55830.287401249814
TranID1011271040014129121,1792,20.1489,0.22709937702445496,55830.2945622799
TranID1011271040014129121,1793,19.9984,0.203663502098063,55830.301753958396
TranID1011271040014129121,1794,19.8063,0.2562893350394,55884.154593217696
TranID1011271040014129121,1795,20.2312,0.30953743991041904,55892.1611791435
TranID1011271040014129121,1796,20.5085,0.3607336303433739,55892.1668470139
TranID1011271040014129121,1797,17.3472,0.0910380002459053,55930.0897318521
TranID1011271040014129121,1798,17.3514,0.0909581304599587,55930.0964801274
TranID1011271040014129121,1799,17.3177,0.0902574562897395,55930.1033889237
TranID1011271040014129121,1800,17.2397,0.0888572740326901,55930.1102617942
TranID1011271040014129121,1801,20.2648,0.272864368805057,55940.0960368867
TranID1011271040014129121,1802,20.3567,0.28898204479878103,55940.108223264004
TranID1011271040014129121,1803,19.9572,0.234792862755176,55940.1144354975
TranID1011271040014129121,1804,19.9404,0.233126778220155,56097.439645463
TranID1011271040014129121,1805,20.2778,0.278365054962231,56097.445777013796
TranID1011271040014129121,1806,19.5288,0.189591729019103,56097.451873761514
TranID1011271040014129121,1807,19.6291,0.197520647304468,56097.4579774191
TranID1011271040014129121,1808,19.4547,0.212067119281559,56184.317886041514
